,equity
865,27438.397372089756
866,27504.62415456544
867,22606.999120622942
868,24098.60144368395
869,23253.124793311457
870,25654.51884406752
871,25922.576709415138
872,25554.290289724013
873,24689.385807945142
874,25244.426397354062
875,24027.24883787257
876,25349.645831140104
877,25882.545399048326
878,29627.810923524583
879,32249.962960470704
880,32859.70898632554
881,33422.42093160024
882,34895.03092400098
883,38629.81171689948
884,38474.37679802181
885,43539.72891274633
886,42068.46018085943
887,38688.76993058443
888,42650.66947409154
889,46778.394616249774
890,45785.1544028654
891,43277.77010244873
892,35297.347740022116
893,33976.15706337527
894,34714.1365906135
895,34791.197104332954
896,34791.197104332954
897,34791.197104332954
898,34791.197104332954
899,34791.197104332954
900,34791.197104332954
901,34791.197104332954
902,34791.197104332954
903,34791.197104332954
904,34791.197104332954
905,34791.197104332954
906,34773.81019923334
907,36305.49190495987
908,33658.9768473151
909,29715.730142860226
910,29715.730142860226
911,29715.730142860226
912,29715.730142860226
913,29715.730142860226
914,29715.730142860226
915,29715.730142860226
916,29715.730142860226
917,29715.730142860226
918,29715.730142860226
919,29715.730142860226
920,29715.730142860226
921,29715.730142860226
922,29715.730142860226
923,29715.730142860226
924,29700.879703008723
925,28170.459709875875
926,28778.55367371741
927,27299.96539014968
928,25915.715209877366
929,24783.7379920008
930,26349.2242246617
931,25614.587159749095
932,25614.587159749095
933,25614.587159749095
934,25614.587159749095
935,25614.587159749095
936,25614.587159749095
937,25614.587159749095
938,25614.587159749095
939,25614.587159749095
940,25614.587159749095
941,25614.587159749095
942,25614.587159749095
943,25614.587159749095
944,25614.587159749095
945,25614.587159749095
946,25614.587159749095
947,25614.587159749095
948,25614.587159749095
949,25614.587159749095
950,25614.587159749095
951,25614.587159749095
952,25614.587159749095
953,25614.587159749095
954,25614.587159749095
955,25614.587159749095
956,25614.587159749095
957,25614.587159749095
958,25614.587159749095
959,25614.587159749095
960,25614.587159749095
961,25614.587159749095
962,25614.587159749095
963,25614.587159749095
964,25614.587159749095
965,25614.587159749095
966,25614.587159749095
967,25614.587159749095
968,25614.587159749095
969,25614.587159749095
970,25614.587159749095
971,25614.587159749095
972,25614.587159749095
973,25614.587159749095
974,25614.587159749095
975,25614.587159749095
976,25614.587159749095
977,25614.587159749095
978,25601.78626661579
979,25591.086027312882
980,26045.170201232202
981,27614.91004733693
982,26547.347600032004
983,26118.713543500744
984,27255.869548398925
985,29494.345028697626
986,31978.433082371703
987,31442.289437347445
988,32297.427329461498
989,33371.895560004865
990,36779.47243449965
991,31962.748062649945
992,34424.18983885995
993,33604.78069720749
994,35508.057035344114
995,35778.2844385779
996,34793.71977398617
997,34985.312860482314
998,35688.33015307988
999,40486.98251655574
1000,40802.80996196768
1001,42386.67361675679
1002,41150.10888591592
1003,39146.07499889974
1004,39100.994832072116
1005,39070.769152394074
1006,37772.45020384918
1007,35295.532626046275
1008,35631.14703449444
1009,38095.44495516065
1010,37923.418019400546
1011,37923.418019400546
1012,37923.418019400546
1013,37923.418019400546
1014,37923.418019400546
1015,37923.418019400546
1016,37923.418019400546
1017,37923.418019400546
1018,37923.418019400546
1019,37923.418019400546
1020,37923.418019400546
1021,37923.418019400546
1022,37923.418019400546
1023,37923.418019400546
1024,37923.418019400546
1025,37923.418019400546
1026,37923.418019400546
1027,37923.418019400546
1028,37923.418019400546
1029,37923.418019400546
1030,37923.418019400546
1031,37923.418019400546
1032,37923.418019400546
1033,37923.418019400546
1034,37904.465786507295
1035,37647.04651589389
1036,37426.89183659504
1037,32974.77474641021
1038,33384.28897053617
1039,33384.28897053617
1040,33384.28897053617
1041,33384.28897053617
1042,33384.28897053617
1043,33384.28897053617
1044,33384.28897053617
1045,33384.28897053617
1046,33384.28897053617
1047,33384.28897053617
1048,33384.28897053617
1049,33384.28897053617
1050,33384.28897053617
1051,33384.28897053617
1052,33384.28897053617
1053,33384.28897053617
1054,33384.28897053617
1055,33384.28897053617
1056,33384.28897053617
1057,33384.28897053617
1058,33384.28897053617
1059,33384.28897053617
1060,33384.28897053617
1061,33384.28897053617
1062,33384.28897053617
1063,33384.28897053617
1064,33367.60516795219
1065,33195.15346256827
1066,32351.08993266774
1067,29483.15660058936
1068,30303.94254693866
1069,29173.339745844733
1070,29173.339745844733
1071,29173.339745844733
1072,29173.339745844733
1073,29173.339745844733
1074,29158.760365661903
1075,27966.281647211104
1076,27332.240486684525
1077,26231.022133438615
1078,26914.18449947124
1079,26752.44472452938
1099,10000.0
1100,10000.0
1101,10000.0
1102,10000.0
1103,10000.0
1104,10000.0
1105,10000.0
1106,10000.0
1107,10000.0
1108,10000.0
1109,10000.0
1110,10000.0
1111,10000.0
1112,10000.0
1113,10000.0
1114,10000.0
1115,10000.0
1116,10000.0
1117,10000.0
1118,10000.0
1119,9995.002498750626
1120,10430.714876763255
1121,10396.456871845345
1122,10215.913654174878
1123,10091.030865113302
1124,8201.25457970369
1125,8201.25457970369
1126,8201.25457970369
1127,8201.25457970369
1128,8201.25457970369
1129,8201.25457970369
1130,8201.25457970369
1131,8201.25457970369
1132,8201.25457970369
1133,8201.25457970369
1134,8201.25457970369
1135,8201.25457970369
1136,8201.25457970369
1137,8201.25457970369
1138,8201.25457970369
1139,8201.25457970369
1140,8201.25457970369
1141,8197.156001702839
1142,8328.389578742743
1143,7796.637941905731
1144,7448.10201327378
1145,7357.499715151167
1146,7788.593494066402
1147,7580.937662552872
1148,7895.659640944931
1149,7937.006739373348
1150,7866.106521128413
1151,7743.837731299288
1152,7515.729913753565
1153,7574.665720169666
1154,7758.154121521822
1155,7669.7483666990665
1156,7669.7483666990665
1157,7669.7483666990665
1158,7669.7483666990665
1159,7669.7483666990665
1160,7669.7483666990665
1161,7669.7483666990665
1162,7669.7483666990665
1163,7669.7483666990665
1164,7669.7483666990665
1165,7669.7483666990665
1166,7669.7483666990665
1167,7669.7483666990665
1168,7669.7483666990665
1169,7669.7483666990665
1170,7669.7483666990665
1171,7669.7483666990665
1172,7669.7483666990665
1173,7669.7483666990665
1174,7669.7483666990665
1175,7669.7483666990665
1176,7669.7483666990665
1177,7669.7483666990665
1178,7669.7483666990665
1179,7669.7483666990665
1180,7669.7483666990665
1181,7669.7483666990665
1182,7669.7483666990665
1183,7669.7483666990665
1184,7669.7483666990665
1185,7665.91540899457
1186,8009.118292636611
1187,7962.592872345856
1188,7781.0374103444265
1189,7701.955194767471
1190,7792.109653786355
1191,7748.370625884961
1192,7714.567286635099
1193,7582.873583180102
1194,6647.243403191267
1195,6647.243403191267
1196,6647.243403191267
1197,6647.243403191267
1198,6647.243403191267
1199,6647.243403191267
1200,6647.243403191267
1201,6647.243403191267
1202,6647.243403191267
1203,6647.243403191267
1204,6647.243403191267
1205,6647.243403191267
1206,6647.243403191267
1207,6647.243403191267
1208,6647.243403191267
1209,6647.243403191267
1210,6647.243403191267
1211,6647.243403191267
1212,6647.243403191267
1213,6647.243403191267
1214,6647.243403191267
1215,6647.243403191267
1216,6647.243403191267
1217,6647.243403191267
1218,6647.243403191267
1219,6647.243403191267
1220,6647.243403191267
1221,6647.243403191267
1222,6647.243403191267
1223,6647.243403191267
1224,6647.243403191267
1225,6647.243403191267
1226,6647.243403191267
1227,6647.243403191267
1228,6647.243403191267
1229,6647.243403191267
1230,6643.921442470032
1231,6259.714043958633
1232,6674.942625400133
1233,7475.6282175409215
1234,8017.168861763897
1235,7422.981465817807
1236,7538.534366014531
1237,6664.447173687806
1238,7869.046398600273
1239,7890.274217712759
1240,7995.527818997174
1241,7624.437522784253
1242,8050.407119989878
1243,8863.81285504326
1244,8525.795315557383
1245,8837.187577795092
1246,8897.594307635021
1247,9018.082788312777
1248,8672.386858284643
1249,8595.805339922885
1250,8621.158170018542
1251,7353.28382296112
1252,7291.7215008419125
1253,7197.6924833513995
1254,7197.6924833513995
1255,7197.6924833513995
1256,7197.6924833513995
1257,7197.6924833513995
1258,7197.6924833513995
1259,7197.6924833513995
1260,7197.6924833513995
1261,7197.6924833513995
1262,7197.6924833513995
1263,7197.6924833513995
1264,7197.6924833513995
1265,7197.6924833513995
1266,7197.6924833513995
1267,7197.6924833513995
1268,7197.6924833513995
1269,7197.6924833513995
1270,7197.6924833513995
1271,7197.6924833513995
1272,7197.6924833513995
1273,7197.6924833513995
1274,7197.6924833513995
1275,7197.6924833513995
1276,7197.6924833513995
1277,7197.6924833513995
1278,7197.6924833513995
1279,7197.6924833513995
1280,7197.6924833513995
1281,7197.6924833513995
1282,7194.095435633583
1283,6991.882171125228
1284,7065.312030770242
1285,7064.2347879605095
1286,6997.174152550673
1287,7038.110558445271
1288,7104.965230745435
1289,7700.906843334997
1290,8421.402337114409
1291,8378.04474857354
1292,8620.611530619375
1293,8423.274161870386
1294,8593.98728482369
1295,9153.286201807454
1296,7830.818689612601
1297,8059.669070510665
1298,7959.765480956196
1299,7846.572302750429
1300,7882.327491395542
1301,7864.883337477213
1302,7735.9573498232085
1303,7619.30937305352
1304,7619.30937305352
1305,7619.30937305352
1306,7619.30937305352
1307,7619.30937305352
1308,7619.30937305352
1309,7619.30937305352
1310,7619.30937305352
1311,7619.30937305352
1312,7619.30937305352
1313,7619.30937305352
1314,7619.30937305352
1315,7619.30937305352
1316,7615.501622242399
1317,7487.27577331932
1318,7453.799819181196
1319,7515.013330422887
1320,7523.953238554563
1321,7307.341797708728
1322,7336.50859752106
1323,7393.114293633621
1324,7326.106148863689
1325,7217.893339084552
1326,7217.893339084552
1327,7214.2861959865595
1328,7133.8641986188395
1329,7291.514175328295
1330,7270.8040321401095
1331,7241.19807964955
1332,7257.379406624823
1333,8389.831822026264
1334,8261.757738980343
1335,8087.461115430486
1336,8469.303302993994
1337,8491.427031503279
1338,8930.688054945498
1339,9223.744080723827
1340,9011.685563333158
1341,9074.260783682643
1342,8468.391025522495
1343,8429.466732166211
1344,8418.057301764236
1345,8588.204456618249
1346,8267.661514796006
1347,8577.198957224755
1348,8542.778313053586
1349,8893.968090137274
1350,8888.565047947664
1351,8890.756340157795
1352,8701.186653270328
1353,8794.731966496207
1354,8772.889226772335
1355,8485.229519518149
1356,7899.650432814738
1357,7899.650432814738
1358,7899.650432814738
1359,7899.650432814738
1360,7899.650432814738
1361,7899.650432814738
1362,7899.650432814738
1363,7899.650432814738
1364,7899.650432814738
1365,7899.650432814738
1366,7899.650432814738
1367,7895.702581523977
1368,7765.159493382411
1369,7817.728430502438
1370,7787.5974255881365
1371,7918.089603789084
1372,8885.842949016293
1373,8566.681446547398
1374,9002.08965031055
1375,9930.545499353775
1376,11302.698161518794
1377,12073.593332107368
1378,11147.738009627108
1379,10728.408589183098
1380,11949.303889933282
1381,11518.155659416785
1382,11671.42315582074
1383,11190.465849762884
1384,11248.396798266684
1385,11409.34050665173
1386,11513.374680960813
1387,12213.514633330313
1388,12478.437582345745
1389,12428.41031319784
1390,12322.632779115287
1391,11700.831876655648
1392,12261.25453840199
1393,12136.759496455998
1394,12357.838137744344
1395,11552.157681138753
1396,11036.80203752101
1397,11292.382293746796
1398,11292.382293746796
1399,11292.382293746796
1400,11292.382293746796
1401,11292.382293746796
1402,11292.382293746796
1403,11292.382293746796
1404,11292.382293746796
1405,11292.382293746796
1406,11292.382293746796
1407,11286.738924284655
1408,11295.292699351969
1409,11510.4349475889
1410,11120.283454106904
1411,11304.044389281977
1412,11398.998031306593
1413,12372.997237060528
1414,12980.08895389664
1415,12914.952736163348
1416,13023.90536924892
1417,13347.028663006839
1418,14128.52164781163
1419,12346.035423227842
1420,13057.529638671494
1421,13428.111316409493
1422,12196.186569287725
1423,12319.749376963136
1424,12233.964722485242
1425,12716.596502594439
1426,11931.237902186118
1427,11931.237902186118
1428,11931.237902186118
1429,11931.237902186118
1430,11931.237902186118
1431,11931.237902186118
1432,11931.237902186118
1433,11931.237902186118
1434,11931.237902186118
1435,11931.237902186118
1436,11931.237902186118
1437,11931.237902186118
1438,11931.237902186118
1439,11931.237902186118
1459,9995.002498750626
1460,10011.380329478981
1461,9770.410065152755
1462,9308.163724152619
1463,9142.094725693907
1464,9551.201933740012
1465,9551.201933740012
1466,9551.201933740012
1467,9551.201933740012
1468,9551.201933740012
1469,9551.201933740012
1470,9551.201933740012
1471,9551.201933740012
1472,9551.201933740012
1473,9551.201933740012
1474,9551.201933740012
1475,9551.201933740012
1476,9551.201933740012
1477,9551.201933740012
1478,9551.201933740012
1479,9551.201933740012
1480,9551.201933740012
1481,9551.201933740012
1482,9551.201933740012
1483,9551.201933740012
1484,9551.201933740012
1485,9551.201933740012
1486,9551.201933740012
1487,9551.201933740012
1488,9551.201933740012
1489,9551.201933740012
1490,9551.201933740012
1491,9551.201933740012
1492,9551.201933740012
1493,9551.201933740012
1494,9551.201933740012
1495,9546.428719380323
1496,9668.778584680222
1497,9673.779824960824
1498,10047.452112609271
1499,10137.380929172963
1500,10528.58699773878
1501,11142.61049329774
1502,11291.330129342103
1503,11819.477544728259
1504,11646.907662814145
1505,11511.565019596179
1506,11299.467821292095
1507,10785.40834283514
1508,8979.452998610517
1509,9128.04831974422
1510,8901.096099804328
1511,8901.096099804328
1512,8901.096099804328
1513,8901.096099804328
1514,8901.096099804328
1515,8901.096099804328
1516,8901.096099804328
1517,8901.096099804328
1518,8901.096099804328
1519,8901.096099804328
1520,8901.096099804328
1521,8901.096099804328
1522,8901.096099804328
1523,8901.096099804328
1524,8896.64777591637
1525,8474.700088901534
1526,8393.789389504927
1527,8451.74409453615
1528,8678.535818525908
1529,8420.685463292704
1530,8170.3688340692615
1531,8263.89552234828
1532,8055.297038865681
1533,8055.297038865681
1534,8055.297038865681
1535,8055.297038865681
1536,8055.297038865681
1537,8055.297038865681
1538,8055.297038865681
1539,8055.297038865681
1540,8055.297038865681
1541,8055.297038865681
1542,8055.297038865681
1543,8051.2714031641
1544,7812.265257559704
1545,7781.58815629156
1546,7781.714411534149
1547,7779.845433678318
1548,7716.3677495102465
1549,7882.609353398795
1550,8007.347792056341
1551,8104.198226846512
1552,7951.190710853431
1553,7791.932452693482
1554,7826.501261026357
1555,8014.669876242462
1556,7845.997813240746
1557,7903.260528263551
1558,7963.12750797346
1559,7867.569794499088
1560,7632.019553561913
1561,7632.019553561913
1562,7632.019553561913
1563,7632.019553561913
1564,7632.019553561913
1565,7632.019553561913
1566,7632.019553561913
1567,7632.019553561913
1568,7632.019553561913
1569,7632.019553561913
1570,7632.019553561913
1571,7632.019553561913
1572,7632.019553561913
1573,7632.019553561913
1574,7632.019553561913
1575,7632.019553561913
1576,7632.019553561913
1577,7632.019553561913
1578,7632.019553561913
1579,7632.019553561913
1580,7632.019553561913
1581,7632.019553561913
1582,7632.019553561913
1583,7632.019553561913
1584,7632.019553561913
1585,7632.019553561913
1586,7632.019553561913
1587,7632.019553561913
1588,7632.019553561913
1589,7632.019553561913
1590,7632.019553561913
1591,7632.019553561913
1592,7632.019553561913
1593,7632.019553561913
1594,7632.019553561913
1595,7632.019553561913
1596,7632.019553561913
1597,7632.019553561913
1598,7632.019553561913
1599,7632.019553561913
1600,7632.019553561913
1601,7632.019553561913
1602,7632.019553561913
1603,7632.019553561913
1604,7632.019553561913
1605,7632.019553561913
1606,7632.019553561913
1607,7632.019553561913
1608,7628.205450836495
1609,8033.026634257747
1610,8086.770577587981
1611,8159.059436917545
1612,8639.668442154296
1613,8594.156998315746
1614,8457.299493647854
1615,8320.85666693869
1616,8619.289919415305
1617,8557.22339845865
1618,8733.652964413968
1619,8635.024675066146
1620,9935.952900422271
1621,9952.43703850441
1622,9842.293470367656
1623,10224.807640011828
1624,10499.359988496042
1625,9996.691276135665
1626,10005.711917620945
1627,10159.979418906441
1628,10075.979939136701
1629,9754.734623959313
1630,9762.07630066639
1631,9656.269063021942
1632,10062.984215006554
1633,10233.844154140832
1634,10559.509572905108
1635,10480.480578770903
1636,11057.647613091363
1637,10786.412868429523
1638,10996.786743757137
1639,11292.765663709202
1640,11367.456534866084
1641,11330.668003080396
1642,12227.517744199798
1643,12713.003743438541
1644,13334.885494966384
1645,13360.058683844618
1646,13685.2821414464
1647,13382.580919877004
1648,14120.703479319316
1649,15890.19354689254
1650,16051.434572446937
1651,17016.454380179064
1652,15849.628337425165
1653,15560.21784761195
1654,15947.509492985675
1655,16880.371217004616
1656,15552.390236772226
1657,15443.753412118958
1658,15901.837689661977
1659,15706.12510316141
1660,16390.000440682452
1661,15878.835447827265
1662,14837.146238536616
1663,13511.757062078183
1664,13569.218666954042
1665,13569.218666954042
1666,13569.218666954042
1667,13569.218666954042
1668,13569.218666954042
1669,13569.218666954042
1670,13569.218666954042
1671,13569.218666954042
1672,13569.218666954042
1673,13569.218666954042
1674,13569.218666954042
1675,13569.218666954042
1676,13569.218666954042
1677,13569.218666954042
1678,13569.218666954042
1679,13569.218666954042
1680,13569.218666954042
1681,13569.218666954042
1682,13569.218666954042
1683,13569.218666954042
1684,13569.218666954042
1685,13569.218666954042
1686,13569.218666954042
1687,13569.218666954042
1688,13569.218666954042
1689,13569.218666954042
1690,13569.218666954042
1691,13569.218666954042
1692,13569.218666954042
1693,13569.218666954042
1694,13569.218666954042
1695,13569.218666954042
1696,13562.437448229928
1697,13632.75021288389
1698,13841.025736861477
1699,14493.571541234782
1700,14499.914977994851
1701,14819.123928429844
1702,14648.4271523487
1703,17259.718054046894
1704,16848.068551392407
1705,17617.47754886575
1706,17430.264513551465
1707,16165.42938698238
1708,16145.384918586778
1709,16444.01331455647
1710,15947.774544916168
1711,16082.154075708688
1712,15642.384578863006
1713,17568.05124783624
1714,17515.109533453815
1715,19073.91236900938
1716,18533.1634188339
1717,17582.31476649102
1718,17627.270615035308
1719,18633.63995996905
1720,18881.520607762486
1721,19310.95976444608
1722,19951.64404695478
1723,20135.555185415724
1724,20126.08435726735
1725,20247.58717679837
1726,22140.838884614408
1727,21185.054613148066
1728,21860.301182073927
1729,21973.19291772802
1730,21524.981677184856
1731,21243.420600203073
1732,21100.595722452617
1733,20823.16994656781
1734,21663.38207009376
1735,21735.036442090794
1736,21593.0432604283
1737,19245.918266453715
1738,18971.74662886323
1739,19309.011100054657
1740,19309.011100054657
1741,19309.011100054657
1742,19309.011100054657
1743,19309.011100054657
1744,19309.011100054657
1745,19309.011100054657
1746,19299.361419344987
1747,18996.072758433755
1748,18072.64403022154
1749,18731.37668358302
1750,18869.27966545042
1751,18297.48520511987
1752,18564.157603679592
1753,18255.166887731695
1754,18884.562340181
1755,19877.057189342177
1756,19952.526653364996
1757,21911.88002479938
1758,20883.861933916658
1759,22331.967399029152
1760,21448.360631826876
1761,22077.678611283136
1762,22100.017067616584
1763,21810.288929220027
